episode_id,sim_stamp_sec,sim_stamp_nanosec,cause,rejected_vx,rejected_vy,sent_vx,sent_vy,amcl_cov_trace
open_arena_policy_supervised_reactive_seed0,4,790000000,1,0.7071067811865476,0.7071067811865475,0.0,0.0,0.234519678291354
open_arena_policy_supervised_reactive_seed0,5,50000000,1,0.7071067811865474,-0.7071067811865477,0.0,0.0,0.03895869219751438
open_arena_policy_supervised_reactive_seed0,5,290000000,1,0.7071067811865474,-0.7071067811865477,0.0,0.0,0.03895869219751438
open_arena_policy_supervised_reactive_seed0,5,540000000,1,0.9238795325112865,-0.3826834323650904,0.0,0.0,0.04125571626599771
open_arena_policy_supervised_reactive_seed0,5,800000000,1,0.9238795325112865,-0.3826834323650904,0.0,0.0,0.04125571626599771
open_arena_policy_supervised_reactive_seed0,6,300000000,1,0.7132362736976232,0.0,0.0,0.0,0.04125571626599771
open_arena_policy_supervised_reactive_seed0,6,540000000,1,0.6589443951138522,-0.2729437053058935,0.0,0.0,0.04125571626599771
open_arena_policy_supervised_reactive_seed1,3,810000000,1,1.0,0.0,0.0,0.0,
open_arena_policy_supervised_reactive_seed1,4,60000000,1,0.9238795325112867,0.3826834323650898,0.0,0.0,
open_arena_policy_supervised_reactive_seed1,4,310000000,1,0.9238795325112867,0.3826834323650898,0.0,0.0,
open_arena_policy_supervised_reactive_seed1,4,560000000,1,1.0,0.0,0.0,0.0,
open_arena_policy_supervised_reactive_seed1,4,810000000,1,1.0,0.0,0.0,0.0,
open_arena_policy_supervised_reactive_seed1,5,60000000,1,1.0,0.0,0.0,0.0,
open_arena_policy_supervised_reactive_seed1,5,310000000,1,0.9238795325112865,-0.3826834323650904,0.0,0.0,
open_arena_policy_supervised_reactive_seed1,5,560000000,1,0.9238795325112865,-0.3826834323650904,0.0,0.0,
open_arena_policy_supervised_reactive_seed1,5,810000000,1,0.9238795325112865,-0.3826834323650904,0.0,0.0,
open_arena_policy_supervised_reactive_seed1,6,60000000,1,0.9238795325112865,-0.3826834323650904,0.0,0.0,
open_arena_policy_supervised_reactive_seed1,6,310000000,1,0.9238795325112865,-0.3826834323650904,0.0,0.0,
open_arena_policy_supervised_reactive_seed1,6,560000000,1,0.7071067811865474,-0.7071067811865477,0.0,0.0,
open_arena_policy_supervised_reactive_seed1,8,810000000,1,0.6589443951138522,-0.2729437053058935,0.0,0.0,0.0738360421624675
open_arena_policy_supervised_reactive_seed1,9,60000000,1,0.6589443951138522,-0.2729437053058935,0.0,0.0,0.04129870722014908
open_arena_policy_supervised_reactive_seed1,9,310000000,1,0.6589443951138522,-0.2729437053058935,0.0,0.0,0.037767536886674294
open_arena_policy_supervised_reactive_seed1,9,560000000,1,0.9238795325112865,-0.3826834323650904,0.0,0.0,0.037767536886674294
open_arena_policy_supervised_reactive_seed1,9,810000000,1,0.6589443951138522,-0.2729437053058935,0.0,0.0,0.036101983129184806
open_arena_policy_supervised_reactive_seed1,10,60000000,1,0.6589443951138522,-0.2729437053058935,0.0,0.0,0.036101983129184806
open_arena_policy_supervised_reactive_seed2,4,150000000,1,1.0,0.0,0.0,0.0,
open_arena_policy_supervised_reactive_seed2,4,400000000,1,0.9238795325112867,0.3826834323650898,0.0,0.0,
open_arena_policy_supervised_reactive_seed2,4,650000000,1,1.0,0.0,0.0,0.0,
open_arena_policy_supervised_reactive_seed2,4,900000000,1,1.0,0.0,0.0,0.0,
open_arena_policy_supervised_reactive_seed2,5,150000000,1,0.9238795325112865,-0.3826834323650904,0.0,0.0,
open_arena_policy_supervised_reactive_seed2,5,400000000,1,0.9238795325112865,-0.3826834323650904,0.0,0.0,
open_arena_policy_supervised_reactive_seed2,5,650000000,1,0.9238795325112865,-0.3826834323650904,0.0,0.0,
open_arena_policy_supervised_reactive_seed2,5,900000000,1,1.0,0.0,0.0,0.0,
open_arena_policy_supervised_reactive_seed2,6,150000000,1,1.0,0.0,0.0,0.0,
open_arena_policy_supervised_reactive_seed2,6,400000000,1,1.0,0.0,0.0,0.0,
